product_ndc,brand_name,generic_name,labeler_name,product_type,dosage_form,route,marketing_category,marketing_start_date,marketing_end_date,active_ingredients,pharm_class,dea_schedule,finished,listing_expiration_date
0024-5869,TOUJEO,insulin glargine,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,20150215,,INSULIN GLARGINE (300 U/mL),Insulin Analog [EPC]; Insulin [CS],,True,20261231
0955-1021,Docetaxel,Docetaxel,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION, CONCENTRATE",INTRAVENOUS,NDA AUTHORIZED GENERIC,20101021,,DOCETAXEL (80 mg/4mL),Microtubule Inhibition [PE]; Microtubule Inhibitor [EPC],,True,20261231
0024-0656,Sarclisa,isatuximab,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION, CONCENTRATE",INTRAVENOUS,BLA,20200302,,ISATUXIMAB (500 mg/25mL),Antibodies; Monoclonal [CS]; CD38-directed Antibody Interactions [MoA]; CD38-directed Cytolytic Antibody [EPC],,True,20271231
0075-0622,Lovenox,enoxaparin sodium,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,INJECTION,SUBCUTANEOUS,NDA,19930329,,ENOXAPARIN SODIUM (80 mg/.8mL),Heparin; Low-Molecular-Weight [CS]; Low Molecular Weight Heparin [EPC],,True,20271231
0024-5914,Dupixent,Dupilumab,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,20170328,,DUPILUMAB (300 mg/2mL),Antibodies; Monoclonal [CS]; Interleukin 4 Receptor alpha Antagonists [MoA]; Interleukin-4 Receptor alpha Antagonist [EPC],,True,20271231
0075-8014,Lovenox,enoxaparin sodium,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,INJECTION,SUBCUTANEOUS,NDA,19930329,,ENOXAPARIN SODIUM (40 mg/.4mL),Heparin; Low-Molecular-Weight [CS]; Low Molecular Weight Heparin [EPC],,True,20271231
0955-1022,Docetaxel,Docetaxel,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION, CONCENTRATE",INTRAVENOUS,NDA AUTHORIZED GENERIC,20161023,,DOCETAXEL (160 mg/8mL),Microtubule Inhibition [PE]; Microtubule Inhibitor [EPC],,True,20261231
0024-4142,Multaq,Dronedarone,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"TABLET, FILM COATED",ORAL,NDA,20090701,,DRONEDARONE (400 mg/1),Antiarrhythmic [EPC]; Cytochrome P450 2D6 Inhibitors [MoA]; Cytochrome P450 3A Inhibitors [MoA]; P-Glycoprotein Inhibitors [MoA],,True,20261231
0024-5925,ADMELOG,insulin lispro,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,20171211,,INSULIN LISPRO (100 U/mL),Insulin Analog [EPC]; Insulin [Chemical/Ingredient],,True,20261231
49281-016,FLUZONE HD TIV SH 2026,"INFLUENZA A VIRUS A/SWITZERLAND/6849/2025 IVR-278 (H1N1) ANTIGEN (FORMALDEHYDE INACTIVATED), INFLUENZA A VIRUS A/SINGAPORE/GP20238/2024 IVR-277 (H3N2) ANTIGEN (FORMALDEHYDE INACTIVATED), and INFLUENZA B VIRUS B/MICHIGAN/01/2021 ANTIGEN (FORMALDEHYDE INACTIVATED)",Sanofi Vaccines US Inc.,VACCINE,"INJECTION, SUSPENSION",INTRAMUSCULAR,BLA,20260220,20261231,INFLUENZA A VIRUS A/SINGAPORE/GP20238/2024 IVR-277 (H3N2) ANTIGEN (FORMALDEHYDE INACTIVATED) (60 ug/.5mL); INFLUENZA A VIRUS A/SWITZERLAND/6849/2025 IVR-278 (H1N1) ANTIGEN (FORMALDEHYDE INACTIVATED) (60 ug/.5mL); INFLUENZA B VIRUS B/MICHIGAN/01/2021 ANTIGEN (FORMALDEHYDE INACTIVATED) (60 ug/.5mL),,,True,
49281-126,FLUZONE HIGH DOSE NORTHERN HEMISPHERE,"INFLUENZA A VIRUS A/SWITZERLAND/6849/2025 IVR-278 (A/MISSOURI/11/2025 PDM09-LIKE VIRUS) (H1N1) ANTIGEN (FORMALDEHYDE INACTIVATED), INFLUENZA A VIRUS A/MICHIGAN/105/2025 SAN-049A (H3N2) ANTIGEN (FORMALDEHYDE INACTIVATED), and INFLUENZA B VIRUS B/TOKYO/EIS13-175/2025 ANTIGEN (FORMALDEHYDE INACTIVATED)",Sanofi Vaccines US Inc.,VACCINE,"INJECTION, SUSPENSION",INTRAMUSCULAR,BLA,20260702,20270630,INFLUENZA A VIRUS A/MICHIGAN/105/2025 SAN-049A (H3N2) ANTIGEN (FORMALDEHYDE INACTIVATED) (60 ug/.5mL); INFLUENZA A VIRUS A/SWITZERLAND/6849/2025 IVR-278 (H1N1) ANTIGEN (FORMALDEHYDE INACTIVATED) (60 ug/.5mL); INFLUENZA B VIRUS B/TOKYO/EIS13-175/2025 ANTIGEN (FORMALDEHYDE INACTIVATED) (60 ug/.5mL),,,True,
12854-050,,insulin aspart-szjj,Sanofi-Aventis Deutschland GmbH,DRUG FOR FURTHER PROCESSING,"INJECTION, SOLUTION",,DRUG FOR FURTHER PROCESSING,20250214,,INSULIN ASPART (100 [iU]/mL),,,False,20261231
49281-215,TENIVAC,CLOSTRIDIUM TETANI TOXOID ANTIGEN (FORMALDEHYDE INACTIVATED) and CORYNEBACTERIUM DIPHTHERIAE TOXOID ANTIGEN (FORMALDEHYDE INACTIVATED),Sanofi Vaccines US Inc.,VACCINE,"INJECTION, SUSPENSION",INTRAMUSCULAR,BLA,20101208,,CLOSTRIDIUM TETANI TOXOID ANTIGEN (FORMALDEHYDE INACTIVATED) (5 [Lf]/.5mL); CORYNEBACTERIUM DIPHTHERIAE TOXOID ANTIGEN (FORMALDEHYDE INACTIVATED) (2 [Lf]/.5mL),Actively Acquired Immunity [PE]; Actively Acquired Immunity [PE]; Diphtheria Toxoid [CS]; Inactivated Clostridium Tetani Vaccine [EPC]; Inactivated Corynebacterium Diphtheriae Vaccine [EPC]; Tetanus Toxoid [CS]; Vaccines; Inactivated [CS]; Vaccines; Inactivated [CS],,True,20271231
0024-5761,Soliqua 100/33,insulin glargine and lixisenatide,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,20161121,,INSULIN GLARGINE (100 U/mL); LIXISENATIDE (33 ug/mL),GLP-1 Receptor Agonist [EPC]; Glucagon-Like Peptide 1 [CS]; Glucagon-like Peptide-1 (GLP-1) Agonists [MoA]; Insulin Analog [EPC]; Insulin [CS],,True,20271231
12854-060,,insulin aspart-szjj,Sanofi-Aventis Deutschland GmbH,DRUG FOR FURTHER PROCESSING,"INJECTION, SOLUTION",,DRUG FOR FURTHER PROCESSING,20250214,,INSULIN ASPART (100 [iU]/mL),,,False,20261231
0955-1050,Sevelamer Carbonate,Sevelamer Carbonate,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"TABLET, FILM COATED",ORAL,NDA AUTHORIZED GENERIC,20180201,,SEVELAMER CARBONATE (800 mg/1),Phosphate Binder [EPC]; Phosphate Chelating Activity [MoA],,True,20261231
49281-252,IMOVAX RABIES,RABIES VIRUS STRAIN PM-1503-3M ANTIGEN (PROPIOLACTONE INACTIVATED) and WATER,Sanofi Vaccines US Inc.,VACCINE,KIT,,BLA,20191025,,,,,True,20271231
12854-310,,fitusiran,Sanofi-Aventis Deutschland GmbH,DRUG FOR FURTHER PROCESSING,"INJECTION, SOLUTION",,DRUG FOR FURTHER PROCESSING,20250328,,FITUSIRAN (50 mg/.5mL),,,False,20261231
49281-286,DAPTACEL,"corynebacterium diphtheriae toxoid antigen (formaldehyde inactivated), clostridium tetani toxoid antigen (formaldehyde inactivated), bordetella pertussis toxoid antigen (glutaraldehyde inactivated), bordetella pertussis filamentous hemagglutinin antigen (formaldehyde inactivated), bordetella pertussis pertactin antigen, and bordetella pertussis fimbriae 2/3 antigen",Sanofi Vaccines US Inc.,VACCINE,"INJECTION, SUSPENSION",INTRAMUSCULAR,BLA,20020514,,BORDETELLA PERTUSSIS FILAMENTOUS HEMAGGLUTININ ANTIGEN (FORMALDEHYDE INACTIVATED) (5 ug/.5mL); BORDETELLA PERTUSSIS FIMBRIAE 2/3 ANTIGEN (5 ug/.5mL); BORDETELLA PERTUSSIS PERTACTIN ANTIGEN (3 ug/.5mL); BORDETELLA PERTUSSIS TOXOID ANTIGEN (GLUTARALDEHYDE INACTIVATED) (10 ug/.5mL); CLOSTRIDIUM TETANI TOXOID ANTIGEN (FORMALDEHYDE INACTIVATED) (5 [Lf]/.5mL); CORYNEBACTERIUM DIPHTHERIAE TOXOID ANTIGEN (FORMALDEHYDE INACTIVATED) (15 [Lf]/.5mL),Actively Acquired Immunity [PE]; Actively Acquired Immunity [PE]; Actively Acquired Immunity [PE]; Actively Acquired Immunity [PE]; Actively Acquired Immunity [PE]; Diphtheria Toxoid [CS]; Inactivated Bordetella Pertussis Vaccine [EPC]; Inactivated Bordetella Pertussis Vaccine [EPC]; Inactivated Bordetella Pertussis Vaccine [EPC]; Inactivated Clostridium Tetani Vaccine [EPC]; Inactivated Corynebacterium Diphtheriae Vaccine [EPC]; Pertussis Vaccine [CS]; Pertussis Vaccine [CS]; Pertussis Vaccine [CS]; Tetanus Toxoid [CS]; Vaccines; Inactivated [CS]; Vaccines; Inactivated [CS]; Vaccines; Inactivated [CS]; Vaccines; Inactivated [CS]; Vaccines; Inactivated [CS],,True,20271231
12854-659,,isatuximab,Sanofi-Aventis Deutschland GmbH,DRUG FOR FURTHER PROCESSING,"INJECTION, SOLUTION, CONCENTRATE",,DRUG FOR FURTHER PROCESSING,20260709,,ISATUXIMAB (1400 mg/10mL),,,False,20271231
49281-315,FLUZONE TIV SH 2026,"INFLUENZA A VIRUS A/SWITZERLAND/6849/2025 IVR-278 (H1N1) ANTIGEN (FORMALDEHYDE INACTIVATED), INFLUENZA A VIRUS A/SINGAPORE/GP20238/2024 IVR-277 (H3N2) ANTIGEN (FORMALDEHYDE INACTIVATED), and INFLUENZA B VIRUS B/MICHIGAN/01/2021 ANTIGEN (FORMALDEHYDE INACTIVATED)",Sanofi Vaccines US Inc.,VACCINE,"INJECTION, SUSPENSION",INTRAMUSCULAR,BLA,20260220,20261231,INFLUENZA A VIRUS A/SINGAPORE/GP20238/2024 IVR-277 (H3N2) ANTIGEN (FORMALDEHYDE INACTIVATED) (15 ug/.5mL); INFLUENZA A VIRUS A/SWITZERLAND/6849/2025 IVR-278 (H1N1) ANTIGEN (FORMALDEHYDE INACTIVATED) (15 ug/.5mL); INFLUENZA B VIRUS B/MICHIGAN/01/2021 ANTIGEN (FORMALDEHYDE INACTIVATED) (15 ug/.5mL),,,True,
49281-400,Adacel TDaP,"CLOSTRIDIUM TETANI TOXOID ANTIGEN (FORMALDEHYDE INACTIVATED), CORYNEBACTERIUM DIPHTHERIAE TOXOID ANTIGEN (FORMALDEHYDE INACTIVATED), BORDETELLA PERTUSSIS TOXOID ANTIGEN (GLUTARALDEHYDE INACTIVATED), BORDETELLA PERTUSSIS FILAMENTOUS HEMAGGLUTININ ANTIGEN (FORMALDEHYDE INACTIVATED), BORDETELLA PERTUSSIS PERTACTIN ANTIGEN, and BORDETELLA PERTUSSIS FIMBRIAE 2/3 ANTIGEN",Sanofi Vaccines US Inc.,VACCINE,"INJECTION, SUSPENSION",INTRAMUSCULAR,BLA,20050610,,BORDETELLA PERTUSSIS FILAMENTOUS HEMAGGLUTININ ANTIGEN (FORMALDEHYDE INACTIVATED) (5 ug/.5mL); BORDETELLA PERTUSSIS FIMBRIAE 2/3 ANTIGEN (5 ug/.5mL); BORDETELLA PERTUSSIS PERTACTIN ANTIGEN (3 ug/.5mL); BORDETELLA PERTUSSIS TOXOID ANTIGEN (GLUTARALDEHYDE INACTIVATED) (2.5 ug/.5mL); CLOSTRIDIUM TETANI TOXOID ANTIGEN (FORMALDEHYDE INACTIVATED) (5 [Lf]/.5mL); CORYNEBACTERIUM DIPHTHERIAE TOXOID ANTIGEN (FORMALDEHYDE INACTIVATED) (2 [Lf]/.5mL),Actively Acquired Immunity [PE]; Actively Acquired Immunity [PE]; Actively Acquired Immunity [PE]; Actively Acquired Immunity [PE]; Actively Acquired Immunity [PE]; Diphtheria Toxoid [CS]; Inactivated Bordetella Pertussis Vaccine [EPC]; Inactivated Bordetella Pertussis Vaccine [EPC]; Inactivated Bordetella Pertussis Vaccine [EPC]; Inactivated Clostridium Tetani Vaccine [EPC]; Inactivated Corynebacterium Diphtheriae Vaccine [EPC]; Pertussis Vaccine [CS]; Pertussis Vaccine [CS]; Pertussis Vaccine [CS]; Tetanus Toxoid [CS]; Vaccines; Inactivated [CS]; Vaccines; Inactivated [CS]; Vaccines; Inactivated [CS]; Vaccines; Inactivated [CS]; Vaccines; Inactivated [CS],,True,20271231
49281-426,FLUZONE TRIVALENT NORTHERN HEMISPHERE,"INFLUENZA A VIRUS A/Switzerland/6849/2025 IVR-278 (H1N1) ANTIGEN (FORMALDEHYDE INACTIVATED), INFLUENZA A VIRUS A/Michigan/105/2025 SAN-049A (H3N2) ANTIGEN (FORMALDEHYDE INACTIVATED), and INFLUENZA B VIRUS B/Tokyo/EIS13-175/2025 ANTIGEN (FORMALDEHYDE INACTIVATED)",Sanofi Vaccines US Inc.,VACCINE,"INJECTION, SUSPENSION",INTRAMUSCULAR,BLA,20240702,20270630,INFLUENZA A VIRUS A/MICHIGAN/105/2025 SAN-049A (H3N2) ANTIGEN (FORMALDEHYDE INACTIVATED) (15 ug/.5mg); INFLUENZA A VIRUS A/SWITZERLAND/6849/2025 IVR-278 (H1N1) ANTIGEN (FORMALDEHYDE INACTIVATED) (15 ug/.5mg); INFLUENZA B VIRUS B/TOKYO/EIS13-175/2025 ANTIGEN (FORMALDEHYDE INACTIVATED) (15 ug/.5mg),,,True,
49281-511,PENTACEL,"DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS ADSORBED, INACTIVATED POLIOVIRUS AND HAEMOPHILUS B CONJUGATE (TETANUS TOXOID CONJUGATE) VACCINE",Sanofi Vaccines US Inc.,VACCINE,KIT,,BLA,20080620,,,,,True,20271231
49281-545,ActHIB,HAEMOPHILUS INFLUENZAE TYPE B STRAIN 1482 CAPSULAR POLYSACCHARIDE TETANUS TOXOID CONJUGATE ANTIGEN,Sanofi Vaccines US Inc.,VACCINE,KIT,,BLA,19930330,,,,,True,20271231
49281-564,QUADRACEL,diphtheria and tetanus toxoids and acellular pertussis adsorbed and inactivated poliovirus vaccine,Sanofi Vaccines US Inc.,VACCINE,"INJECTION, SUSPENSION",INTRAMUSCULAR,BLA,20150324,,BORDETELLA PERTUSSIS FILAMENTOUS HEMAGGLUTININ ANTIGEN (FORMALDEHYDE INACTIVATED) (20 ug/.5mL); BORDETELLA PERTUSSIS FIMBRIAE 2/3 ANTIGEN (5 ug/.5mL); BORDETELLA PERTUSSIS PERTACTIN ANTIGEN (3 ug/.5mL); BORDETELLA PERTUSSIS TOXOID ANTIGEN (GLUTARALDEHYDE INACTIVATED) (20 ug/.5mL); CLOSTRIDIUM TETANI TOXOID ANTIGEN (FORMALDEHYDE INACTIVATED) (5 [Lf]/.5mL); CORYNEBACTERIUM DIPHTHERIAE TOXOID ANTIGEN (FORMALDEHYDE INACTIVATED) (15 [Lf]/.5mL); POLIOVIRUS TYPE 1 ANTIGEN (FORMALDEHYDE INACTIVATED) (29 [D'ag'U]/.5mL); POLIOVIRUS TYPE 2 ANTIGEN (FORMALDEHYDE INACTIVATED) (7 [D'ag'U]/.5mL); POLIOVIRUS TYPE 3 ANTIGEN (FORMALDEHYDE INACTIVATED) (26 [D'ag'U]/.5mL),Actively Acquired Immunity [PE]; Actively Acquired Immunity [PE]; Actively Acquired Immunity [PE]; Actively Acquired Immunity [PE]; Actively Acquired Immunity [PE]; Actively Acquired Immunity [PE]; Actively Acquired Immunity [PE]; Actively Acquired Immunity [PE]; Diphtheria Toxoid [CS]; Inactivated Bordetella Pertussis Vaccine [EPC]; Inactivated Bordetella Pertussis Vaccine [EPC]; Inactivated Bordetella Pertussis Vaccine [EPC]; Inactivated Clostridium Tetani Vaccine [EPC]; Inactivated Corynebacterium Diphtheriae Vaccine [EPC]; Inactivated Poliovirus Vaccine [EPC]; Inactivated Poliovirus Vaccine [EPC]; Inactivated Poliovirus Vaccine [EPC]; Pertussis Vaccine [CS]; Pertussis Vaccine [CS]; Pertussis Vaccine [CS]; Poliovirus Vaccines [CS]; Poliovirus Vaccines [CS]; Poliovirus Vaccines [CS]; Tetanus Toxoid [CS]; Vaccines; Inactivated [CS]; Vaccines; Inactivated [CS]; Vaccines; Inactivated [CS]; Vaccines; Inactivated [CS]; Vaccines; Inactivated [CS]; Vaccines; Inactivated [CS]; Vaccines; Inactivated [CS]; Vaccines; Inactivated [CS],,True,20271231
0024-5856,Avalide,irbesartan and hydrochlorothiazide,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"TABLET, FILM COATED",ORAL,NDA,20130101,,HYDROCHLOROTHIAZIDE (12.5 mg/1); IRBESARTAN (300 mg/1),Angiotensin 2 Receptor Antagonists [MoA]; Angiotensin 2 Receptor Blocker [EPC]; Increased Diuresis [PE]; Thiazide Diuretic [EPC]; Thiazides [CS],,True,20261231
49281-574,BEYFORTUS,nirsevimab,Sanofi Vaccines US Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRAMUSCULAR,BLA,20230718,,NIRSEVIMAB (100 mg/mL),Fusion Protein Inhibitors [MoA]; Respiratory Syncytial Virus Anti-F Protein Monoclonal Antibody [EPC],,True,20271231
49281-575,BEYFORTUS,nirsevimab,Sanofi Vaccines US Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRAMUSCULAR,BLA,20230718,,NIRSEVIMAB (100 mg/mL),Fusion Protein Inhibitors [MoA]; Respiratory Syncytial Virus Anti-F Protein Monoclonal Antibody [EPC],,True,20271231
49281-589,Menactra,"NEISSERIA MENINGITIDIS GROUP A CAPSULAR POLYSACCHARIDE DIPHTHERIA TOXOID CONJUGATE ANTIGEN, NEISSERIA MENINGITIDIS GROUP C CAPSULAR POLYSACCHARIDE DIPHTHERIA TOXOID CONJUGATE ANTIGEN, NEISSERIA MENINGITIDIS GROUP Y CAPSULAR POLYSACCHARIDE DIPHTHERIA TOXOID CONJUGATE ANTIGEN, and NEISSERIA MENINGITIDIS GROUP W-135 CAPSULAR POLYSACCHARIDE DIPHTHERIA TOXOID CONJUGATE ANTIGEN",Sanofi Vaccines US Inc.,VACCINE,"INJECTION, SOLUTION",INTRAMUSCULAR,BLA,20050114,,NEISSERIA MENINGITIDIS GROUP A CAPSULAR POLYSACCHARIDE DIPHTHERIA TOXOID CONJUGATE ANTIGEN (4 ug/.5mL); NEISSERIA MENINGITIDIS GROUP C CAPSULAR POLYSACCHARIDE DIPHTHERIA TOXOID CONJUGATE ANTIGEN (4 ug/.5mL); NEISSERIA MENINGITIDIS GROUP W-135 CAPSULAR POLYSACCHARIDE DIPHTHERIA TOXOID CONJUGATE ANTIGEN (4 ug/.5mL); NEISSERIA MENINGITIDIS GROUP Y CAPSULAR POLYSACCHARIDE DIPHTHERIA TOXOID CONJUGATE ANTIGEN (4 ug/.5mL),Actively Acquired Immunity [PE]; Actively Acquired Immunity [PE]; Actively Acquired Immunity [PE]; Actively Acquired Immunity [PE]; Inactivated Meningococcal Vaccine [EPC]; Inactivated Meningococcal Vaccine [EPC]; Inactivated Meningococcal Vaccine [EPC]; Inactivated Meningococcal Vaccine [EPC]; Meningococcal Vaccines [CS]; Meningococcal Vaccines [CS]; Meningococcal Vaccines [CS]; Meningococcal Vaccines [CS]; Vaccines; Inactivated [CS]; Vaccines; Inactivated [CS]; Vaccines; Inactivated [CS]; Vaccines; Inactivated [CS],,True,20271231
0955-1052,Sevelamer Carbonate,Sevelamer Carbonate,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"POWDER, FOR SUSPENSION",ORAL,NDA AUTHORIZED GENERIC,20180101,,SEVELAMER CARBONATE (.8 g/1),Phosphate Binder [EPC]; Phosphate Chelating Activity [MoA],,True,20261231
0075-0620,Lovenox,enoxaparin sodium,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,INJECTION,SUBCUTANEOUS,NDA,19930329,,ENOXAPARIN SODIUM (40 mg/.4mL),Heparin; Low-Molecular-Weight [CS]; Low Molecular Weight Heparin [EPC],,True,20271231
49281-590,MenQuadfi,"NEISSERIA MENINGITIDIS GROUP A CAPSULAR POLYSACCHARIDE TETANUS TOXOID CONJUGATE ANTIGEN, NEISSERIA MENINGITIDIS GROUP C CAPSULAR POLYSACCHARIDE TETANUS TOXOID CONJUGATE ANTIGEN, NEISSERIA MENINGITIDIS GROUP Y CAPSULAR POLYSACCHARIDE TETANUS TOXOID CONJUGATE ANTIGEN, and NEISSERIA MENINGITIDIS GROUP W-135 CAPSULAR POLYSACCHARIDE TETANUS TOXOID CONJUGATE ANTIGEN",Sanofi Vaccines US Inc.,VACCINE,"INJECTION, SOLUTION",INTRAMUSCULAR,BLA,20200423,,NEISSERIA MENINGITIDIS GROUP A CAPSULAR POLYSACCHARIDE TETANUS TOXOID CONJUGATE ANTIGEN (10 ug/.5mL); NEISSERIA MENINGITIDIS GROUP C CAPSULAR POLYSACCHARIDE TETANUS TOXOID CONJUGATE ANTIGEN (10 ug/.5mL); NEISSERIA MENINGITIDIS GROUP W-135 CAPSULAR POLYSACCHARIDE TETANUS TOXOID CONJUGATE ANTIGEN (10 ug/.5mL); NEISSERIA MENINGITIDIS GROUP Y CAPSULAR POLYSACCHARIDE TETANUS TOXOID CONJUGATE ANTIGEN (10 ug/.5mL),,,True,20271231
49281-605,Dengvaxia,"Dengue Tetravalent Vaccine, Live",Sanofi Vaccines US Inc.,VACCINE,KIT,,BLA,20190501,20260831,,,,True,
49281-626,FLUZONE TIV SH 2026,"INFLUENZA A VIRUS A/SWITZERLAND/6849/2025 IVR-278 (H1N1) ANTIGEN (FORMALDEHYDE INACTIVATED), INFLUENZA A VIRUS A/SINGAPORE/GP20238/2024 IVR-277 (H3N2) ANTIGEN (FORMALDEHYDE INACTIVATED), and INFLUENZA B VIRUS B/MICHIGAN/01/2021 ANTIGEN (FORMALDEHYDE INACTIVATED)",Sanofi Vaccines US Inc.,VACCINE,"INJECTION, SUSPENSION",INTRAMUSCULAR,BLA,20260220,20261231,INFLUENZA A VIRUS A/SINGAPORE/GP20238/2024 IVR-277 (H3N2) ANTIGEN (FORMALDEHYDE INACTIVATED) (15 ug/.5mL); INFLUENZA A VIRUS A/SWITZERLAND/6849/2025 IVR-278 (H1N1) ANTIGEN (FORMALDEHYDE INACTIVATED) (15 ug/.5mL); INFLUENZA B VIRUS B/MICHIGAN/01/2021 ANTIGEN (FORMALDEHYDE INACTIVATED) (15 ug/.5mL),,,True,
49281-645,FLUZONE TRIVALENT NORTHERN HEMISPHERE,"INFLUENZA A VIRUS A/Switzerland/6849/2025 IVR-278 (H1N1) ANTIGEN (FORMALDEHYDE INACTIVATED), INFLUENZA A VIRUS A/Michigan/105/2025 SAN-049A (H3N2) ANTIGEN (FORMALDEHYDE INACTIVATED), and INFLUENZA B VIRUS B/Tokyo/EIS13-175/2025 ANTIGEN (FORMALDEHYDE INACTIVATED)",Sanofi Vaccines US Inc.,VACCINE,"INJECTION, SUSPENSION",INTRAMUSCULAR,BLA,20250702,20270630,INFLUENZA A VIRUS A/MICHIGAN/105/2025 SAN-049A (H3N2) ANTIGEN (FORMALDEHYDE INACTIVATED) (15 ug/.5mL); INFLUENZA A VIRUS A/SWITZERLAND/6849/2025 IVR-278 (H1N1) ANTIGEN (FORMALDEHYDE INACTIVATED) (15 ug/.5mL); INFLUENZA B VIRUS B/TOKYO/EIS13-175/2025 ANTIGEN (FORMALDEHYDE INACTIVATED) (15 ug/.5mL),,,True,
49281-726,FLUBLOK TRIVALENT NORTHERN HEMISPHERE,"INFLUENZA A VIRUS A/Missouri/11/2025 (H1N1) RECOMBINANT HEMAGGLUTININ ANTIGEN, INFLUENZA A VIRUS A/Darwin/1415/2025 (H3N2) RECOMBINANT HEMAGGLUTININ ANTIGEN, and INFLUENZA B VIRUS B/Pennsylvania/14/2025 RECOMBINANT HEMAGGLUTININ ANTIGEN",Sanofi Vaccines US Inc.,VACCINE,INJECTION,INTRAMUSCULAR,BLA,20260702,20270630,INFLUENZA A VIRUS A/DARWIN/1415/2025 (H3N2) RECOMBINANT HEMAGGLUTININ ANTIGEN (45 ug/.5mL); INFLUENZA A VIRUS A/MISSOURI/11/2025 (H1N1) RECOMBINANT HEMAGGLUTININ ANTIGEN (45 ug/.5mL); INFLUENZA B VIRUS B/PENNSYLVANIA/14/2025 RECOMBINANT HEMAGGLUTININ ANTIGEN (45 ug/.5mL),,,True,
49281-752,TUBERSOL,Tuberculin Purified Protein Derivative,Sanofi Vaccines US Inc.,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION",INTRADERMAL,BLA,19560815,,TUBERCULIN PURIFIED PROTEIN DERIVATIVE (5 [iU]/.1mL),Antigens; Bacterial [CS]; Cell-mediated Immunity [PE]; Skin Test Antigen [EPC]; Tuberculosis Skin Test [EPC],,True,20271231
0024-5910,KEVZARA,sarilumab,Sanofi-Aventis U.S. LLC,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,20170522,,SARILUMAB (200 mg/1.14mL),Interleukin 6 Receptor Antagonists [MoA]; Interleukin-6 Receptor Antagonist [EPC],,True,20271231
49281-790,Typhim Vi,SALMONELLA TYPHI TY2 VI POLYSACCHARIDE ANTIGEN,Sanofi Vaccines US Inc.,VACCINE,"INJECTION, SOLUTION",INTRAMUSCULAR,BLA,19941128,,SALMONELLA TYPHI TY2 VI POLYSACCHARIDE ANTIGEN (25 ug/.5mL),Actively Acquired Immunity [PE]; Inactivated Salmonella Typhi Vaccine [EPC]; Polysaccharides; Bacterial [CS]; Vaccines; Inactivated [CS]; Vaccines; Typhoid [CS],,True,20271231
49281-860,IPOL,"POLIOVIRUS TYPE 1 ANTIGEN (FORMALDEHYDE INACTIVATED), POLIOVIRUS TYPE 2 ANTIGEN (FORMALDEHYDE INACTIVATED), and POLIOVIRUS TYPE 3 ANTIGEN (FORMALDEHYDE INACTIVATED)",Sanofi Vaccines US Inc.,VACCINE,"INJECTION, SUSPENSION",INTRAMUSCULAR,BLA,19901221,,POLIOVIRUS TYPE 1 ANTIGEN (FORMALDEHYDE INACTIVATED) (40 [D'ag'U]/.5mL); POLIOVIRUS TYPE 2 ANTIGEN (FORMALDEHYDE INACTIVATED) (8 [D'ag'U]/.5mL); POLIOVIRUS TYPE 3 ANTIGEN (FORMALDEHYDE INACTIVATED) (32 [D'ag'U]/.5mL),Actively Acquired Immunity [PE]; Actively Acquired Immunity [PE]; Actively Acquired Immunity [PE]; Inactivated Poliovirus Vaccine [EPC]; Inactivated Poliovirus Vaccine [EPC]; Inactivated Poliovirus Vaccine [EPC]; Poliovirus Vaccines [CS]; Poliovirus Vaccines [CS]; Poliovirus Vaccines [CS]; Vaccines; Inactivated [CS]; Vaccines; Inactivated [CS]; Vaccines; Inactivated [CS],,True,20271231
